carname,carprice,carbrand,cartype,powerway,timemark,car_motor,motor_type,car_gl,car_nj,battery_type,battery_tec,battery_brand,battery_cap,dir_way,bef_xg,aft_xg
悍途 2022款 2.4T山猫版手动汽油四驱精英型大双4K22D4T,16.08万,江淮汽车,全尺寸皮卡,汽油,2022.05,2.4T 211马力 L4,2378,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.4T山猫版手动汽油四驱旗舰型大双4K22D4T,18.08万,江淮汽车,全尺寸皮卡,汽油,2022.05,2.4T 211马力 L4,2378,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.4T绿魔版手动汽油四驱精英型标双4K22D4T,16.48万,江淮汽车,全尺寸皮卡,汽油,2022.08,2.4T 211马力 L4,2378,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.4T绿魔版手动汽油四驱旗舰型大双4K22D4T,18.68万,江淮汽车,全尺寸皮卡,汽油,2022.08,2.4T 211马力 L4,2378,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.0T绿魔版手动柴油四驱精英型标双HFC4DB2-2E,17.28万,江淮汽车,全尺寸皮卡,柴油,2022.08,2.0T 150马力 L4,1999,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.0T绿魔版手动柴油四驱精英型大双HFC4DB2-2E,17.48万,江淮汽车,全尺寸皮卡,柴油,2022.08,2.0T 150马力 L4,1999,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
Boxster 2020款 2.0T 自动 后驱 2座 ,暂无报价,,,,,,,,,,,,,,,
MILITEM牧马人 2022款 Ferōx 500,暂无报价,MILITEM,中型SUV,,,,,,,,,,,,,
羿 2022款 改款 标准续航行业定制版,16.98万,雷诺 江铃集团,紧凑型车,纯电动,2022.05,纯电动 82马力,永磁/同步,60,170,三元锂电池,孚能科技,8年或15万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
羿 2022款 改款 长续航行业定制版,18.68万,雷诺 江铃集团,紧凑型车,纯电动,2022.05,纯电动 150马力,永磁/同步,110,225,三元锂电池,孚能科技,5年或50万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
羿 2022款 标准续航行业定制Pro版,17.58万,,纯电动,,纯电动 82马力,400,永磁/同步,60,170,三元锂电池,孚能科技,5年或50万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
羿 2022款 长续航行业定制Pro版,19.28万,,纯电动,,纯电动 150马力,500,永磁/同步,110,225,三元锂电池,孚能科技,5年或50万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
羿 2022款 标准续航精英Pro版,14.68万,雷诺 江铃集团,紧凑型车,纯电动,2022.05,纯电动 150马力,永磁/同步,110,225,三元锂电池,孚能科技,8年或15万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
羿 2022款 改款 长续航精英版,15.98万,雷诺 江铃集团,紧凑型车,纯电动,2022.05,纯电动 150马力,永磁/同步,110,225,三元锂电池,孚能科技,8年或15万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
羿 2022款 二次改款 标准续航精英版,13.98万,雷诺 江铃集团,紧凑型车,纯电动,2022.05,纯电动 82马力,永磁/同步,60,170,三元锂电池,孚能科技,8年或15万公里,,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
悍途 2022款 2.0T绿魔版手动柴油四驱旗舰型标双HFC4DB2-2E,19.28万,江淮汽车,全尺寸皮卡,柴油,2022.08,2.0T 150马力 L4,1999,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.0T绿魔版手动柴油四驱旗舰型大双HFC4DB2-2E,19.48万,江淮汽车,全尺寸皮卡,柴油,2022.08,2.0T 150马力 L4,1999,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.4T绿魔版手动汽油四驱精英型大双4K22D4T,16.68万,江淮汽车,全尺寸皮卡,汽油,2022.08,2.4T 211马力 L4,2378,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
悍途 2022款 2.4T绿魔版手动汽油四驱旗舰型标双4K22D4T,18.48万,江淮汽车,全尺寸皮卡,汽油,2022.08,2.4T 211马力 L4,2378,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
Afriq 2022款 AFRIQ概念车,暂无报价,斯柯达(进口),紧凑型SUV,,,,,,,,,,,,,
全顺 2022款 2.0T汽油自动商旅型豪华版中轴中顶10-12座国VI,23.28万,江铃福特,轻客,汽油,2022.05,2.0T 202马力 L4,1997,4,L,6挡手自一体,6,自动变速箱(AT),,实心盘式,实心盘式,手刹
格瑞维亚 2022款 高配版,暂无报价,,油电混合,,192马力 2.5L L4 油电混动,183,2487,4,L,油电混动 182马力,永磁/同步,134,270,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
途锐 2022款 3.0TSI 锐尊二十周年特别版,78.28万,大众(进口),中大型SUV,汽油,2022.08,3.0T 340马力 V6,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
 0款 ,暂无报价,,,,,,,,,,,,,,,
兰德酷路泽(进口) 2007款 4.7L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
宇通房车 2019款 3.0T 自动 后驱 6座 原厂定制版,暂无报价,,柴油,,,,,,,,,,,,,
秦PLUS DM-i 2021款 DM-i 55KM 行政版,16.58万,比亚迪,紧凑型车,插电式混合动力,2022.05,1.5L 110马力 L4 插电式混动,1498,4,L,插电式混动 180马力,永磁/同步,132,316,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
天籁 2021款 2.0L XE 专享版,17.98万,东风日产,中型车,汽油,2022.05,2.0L 156马力 L4,1997,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,脚刹
ID.4 CROZZ 2022款 纯享限量版,19.39万,一汽-大众,紧凑型SUV,纯电动,2022.05,纯电动 170马力,永磁/同步,125,310,三元锂电池,宁德时代,8年或16万公里,,后置后驱,麦弗逊式独立悬挂,多连杆式独立悬挂
欧陆 2017款 4.0T 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
宝马M3 2022款 Edition 50 Jahre BMW M 美国版,暂无报价,,,,,,,,,,,,,,,
宝马M4 2022款 Edition 50 Jahre BMW M 欧洲版,暂无报价,,,,,,,,,,,,,,,
长安欧尚X7 PLUS 2022款 1.5T 自动蓝鲸版智尊型7座,12.19万,长安汽车,紧凑型SUV,汽油,2022.06,1.5T 188马力 L4,1494,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
 0款 ,暂无报价,,油气混合,,,,,,,,,,,,,
AMG GT 2022款 AMG GT 50 4MATIC+ 四门跑车中国特别版,120.48万,梅赛德斯-AMG,跑车,48V轻混系统,2022.05,3.0T 367马力 L6 48V轻混,2999,6,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奔驰S级 2022款 S 500 L 4MATIC 高级定制版,暂无报价,,48V轻混系统,,3.0T 435马力 L6 48V轻混,320(435Ps),2999,6,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马X5(进口) 2013款 4.4T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
英菲尼迪QX70 2019款 3.7L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
瑞虎8 PLUS 2022款 290TGDI DCT基本型,暂无报价,,,,,,,,,,,,,,,
幻影 2009款 6.7L 自动 后驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
 0款 ,暂无报价,,纯电动,,,,,,,,,,,,,
祥菱EV 2022款 MI 厢式运输车,暂无报价,,纯电动,,纯电动 41马力,280,,,,磷酸铁锂电池,比亚迪,,,,,
奔驰EQS 2022款 改款 EQS 450+ 先锋版,84.5万,梅赛德斯-EQ,大型车,纯电动,2022.05,纯电动 333马力,永磁/同步,245,568,三元锂电池,宁德时代,10年或25万公里,,后置后驱,双叉臂式独立悬挂,多连杆式独立悬挂
奔驰EQS 2022款 改款 EQS 450+ 豪华版,95.6万,梅赛德斯-EQ,大型车,纯电动,2022.05,纯电动 333马力,永磁/同步,245,568,三元锂电池,宁德时代,10年或25万公里,,后置后驱,双叉臂式独立悬挂,多连杆式独立悬挂
奔驰EQS 2022款 改款 EQS 450+ 先型特别版,108万,梅赛德斯-EQ,大型车,纯电动,2022.05,纯电动 333马力,永磁/同步,245,568,三元锂电池,宁德时代,10年或25万公里,,后置后驱,双叉臂式独立悬挂,多连杆式独立悬挂
奔驰EQS 2022款 改款 EQS 580 4MATIC ,131.4万,梅赛德斯-EQ,大型车,纯电动,2022.05,纯电动 517马力,永磁/同步,135,855,三元锂电池,宁德时代,10年或25万公里,,双电机四驱,电动四驱,双叉臂式独立悬挂
奔驰EQC 2022款 改款 EQC 350 4MATIC,49.19万,北京奔驰,中型SUV,纯电动,2022.05,纯电动 286马力,交流/异步,148,590,三元锂电池,宁德时代,8年或16万公里,,双电机四驱,电动四驱,双叉臂式独立悬挂
奔驰EQC 2022款 改款 EQC 350 4MATIC 特别版,50.19万,北京奔驰,中型SUV,纯电动,2022.05,纯电动 286马力,交流/异步,148,590,三元锂电池,宁德时代,8年或16万公里,,双电机四驱,电动四驱,双叉臂式独立悬挂
奔驰EQC 2022款 改款 EQC 400 4MATIC,57.19万,北京奔驰,中型SUV,纯电动,2022.05,纯电动 408马力,交流/异步,148,760,三元锂电池,宁德时代,8年或16万公里,,双电机四驱,电动四驱,双叉臂式独立悬挂
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
几何E 2022款 401KM 玲珑虎,9.78万,几何汽车,小型SUV,纯电动,2022.06,纯电动 82马力,永磁/同步,60,130,磷酸铁锂电池,宁德时代,8年或15万公里,130.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
Electra-X 2022款 概念车,暂无报价,上汽通用别克,紧凑型SUV,,,,,,,,,,,,,
4Runner 2022款 40th Anniversary Special Edition,暂无报价,,,,,,,,,,,,,,,
飞行家 2022款 3.0T V6 四驱尊雅版,60.38万,长安林肯,中大型SUV,汽油,2022.05,3.0T 355马力 V6,2956,6,V,10挡手自一体,10,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
飞行家 2022款 3.0T V6 四驱行政版,69.38万,长安林肯,中大型SUV,汽油,2022.05,3.0T 355马力 V6,2956,6,V,10挡手自一体,10,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
飞行家 2022款 3.0T V6 四驱总统版,76.38万,长安林肯,中大型SUV,汽油,2022.05,3.0T 355马力 V6,2956,6,V,10挡手自一体,10,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
高尔夫(进口) 2022款 2.0TSI R 20 Years,暂无报价,,,,,,,,,,,,,,,
欧陆 2022款 Azure 雅度版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
添越 2022款 Azure 雅度版,暂无报价,,,,,,,,,,,,,,,
欧陆 2022款 Azure 雅度敞篷版,暂无报价,,,,,,,,,,,,,,,
飞驰 2022款 Azure 雅度版,暂无报价,,,,,,,,,,,,,,,
速腾 2023款 200TSI 基本型,暂无报价,,,,,,,,,,,,,,,
宝马1系(进口) 2022款 118i Edition ColorVision,暂无报价,,,,,,,,,,,,,,,
宝马2系 2022款 220i Gran Coupe Edition ColorVision,暂无报价,,,,,,,,,,,,,,,
玛莎拉蒂MC20 2023款 3.0T Cielo,270万,玛莎拉蒂,跑车,汽油,2022.05,3.0T 630马力 V6,2992,6,V,8挡双离合,8,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
玛莎拉蒂MC20 2023款 3.0T Cielo PrimaSerie 首发限量版,329.88万,玛莎拉蒂,跑车,汽油,2022.05,3.0T 630马力 V6,2992,6,V,8挡双离合,8,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
长安CS55 PLUS 2022款 第二代 1.5T 自动尊享型,11.39万,长安汽车,紧凑型SUV,汽油,2022.05,1.5T 188马力 L4,1494,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
EX3 功夫牛 2021款 奋斗牛牛,10.88万,,纯电动,,纯电动 95马力,322,永磁/同步,70,180,三元锂电池,8年或15万公里,37.23,"快充0.5小时
慢充7小时",前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
新海狮 EV 2022款 创富型,13.98万,华晨鑫源,微面,纯电动,2022.05,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,40.55,141.7,,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
奔驰S级 2018款 4.0L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
林肯MKT 2011款 3.5T 自动 后驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
Huayra 2022款 NC,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
发现 2017款 3.0T 自动 四驱 7座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
RAV4荣放 2022款 2.0L CVT两驱都市版,17.58万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
宝马X5(进口) 2012款 3.0T 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
大捷龙(进口) 2013款 3.6L 豪华版6座,暂无报价,,,,,,,,,,,,,,,
凯路威 2008款 3.2L 自动 前驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
雷克萨斯GX 2021款 4.6L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
ALPINA B3 2023款 B3 sedan,暂无报价,,汽油,,3.0T 450马力 L6,331(450Ps),2979,6,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,
ALPINA B3 2023款 B3 wagon,暂无报价,,汽油,,3.0T 450马力 L6,331(450Ps),2979,6,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,
 0款 ,暂无报价,,,,,,,,,,,,,,,
长安神骐PLUS 2022款 1.8L标准车舒适型(非空调)单排4J18V,5.89万,长安轻型车,微卡,汽油,2022.06,1.8L 139马力 L4,1834,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
长安神骐PLUS 2022款 1.8L标准车舒适型(非空调)双排4J18V,6.19万,长安轻型车,微卡,汽油,2022.06,1.8L 139马力 L4,1834,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
长安神骐PLUS 2022款 1.8L钢板厢货豪华型双排4J18V,6.99万,长安轻型车,微卡,汽油,2022.06,1.8L 139马力 L4,1834,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
长安神骐PLUS 2022款 1.8L复合板厢货豪华型双排4J18V,6.99万,长安轻型车,微卡,汽油,2022.06,1.8L 139马力 L4,1834,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
ALPINA D3 2023款 D3 S sedan,暂无报价,,,,,,,,,,,,,,,
ALPINA D3 2023款 D3 S wagon,暂无报价,,,,,,,,,,,,,,,
领睿 2022款 改款 EcoBoost 170 尊领型,15.55万,江铃福特,中型SUV,汽油,2022.06,1.5T 170马力 L4,1490,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
领睿 2022款 改款 EcoBoost 170 尊领型PLUS,16.55万,江铃福特,中型SUV,汽油,2022.06,1.5T 170马力 L4,1490,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
捷途X70 PLUS 2022款 1.5T CVT山 5座,10.9万,奇瑞汽车,中型SUV,汽油,2022.05,1.5T 156马力 L4,1498,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
捷途X70 PLUS 2022款 1.5T CVT山 7座,11.2万,奇瑞汽车,中型SUV,汽油,2022.05,1.5T 156马力 L4,1498,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
 0款 ,暂无报价,,汽油,,,,,,,,,,,,,
玛莎拉蒂MC20 2023款 3.0T 标准版,237万,玛莎拉蒂,跑车,汽油,2022.05,3.0T 630马力 V6,2992,6,V,8挡双离合,8,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
牧马人 2022款 2.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
几何E 2022款 320KM 乖巧虎,8.68万,几何汽车,小型SUV,纯电动,2022.06,纯电动 82马力,永磁/同步,60,130,磷酸铁锂电池,宁德时代,8年或15万公里,125.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
几何E 2022款 380KM 玲珑虎,暂无报价,几何汽车,小型SUV,纯电动,,纯电动 82马力,永磁/同步,60,130,磷酸铁锂电池,宁德时代,8年或15万公里,130.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
几何E 2022款 380KM 霹雳虎,暂无报价,几何汽车,小型SUV,纯电动,,纯电动 82马力,永磁/同步,60,130,磷酸铁锂电池,宁德时代,8年或15万公里,130.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
几何E 2022款 401KM 霹雳虎,10.38万,几何汽车,小型SUV,纯电动,2022.06,纯电动 82马力,永磁/同步,60,130,磷酸铁锂电池,宁德时代,8年或15万公里,130.0,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
smart精灵#1 2022款 BRABUS性能版,27.9万,smart,小型SUV,纯电动,2022.08,纯电动 428马力,永磁/同步,115,543,三元锂电池,威睿电动,8年或15万公里,184.4,双电机四驱,电动四驱,麦弗逊式独立悬挂
Durango 2022款 R/T Orange Package,暂无报价,,汽油,,3.6L 286马力 V6 多点电喷发动机 国V,210(286Ps),3604,6,V,,,,,,,
ALPINA D3 2023款 D3 S Sagon,暂无报价,,,,,,,,,,,,,,,
Seven 2022款 420 Cup,暂无报价,,,,,,,,,,,,,,,
上汽大通MAXUS V80房车 2022款 2.0T旅行家RVLIFE露营版,19.98万,上汽大通,房车,柴油,2022.05,2.0T 139马力 L4,1996,4,L,6挡AMT,6,机械式自动变速箱(AMT),,通风盘式,实心盘式,电子驻车
 0款 ,暂无报价,,,,,,,,,,,,,,,
TopCar迈凯伦765LT 2022款 Spider Carbon Edition,暂无报价,TopCar,跑车,,,,,,,,,,,,,
几何E 2022款 39.4kWh试装车,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
翼豹 1998款 22B STi,暂无报价,,,,,,,,,,,,,,,
北汽威旺407 EV 2018款 基本型,10.98万,,,,,,,,,,,,,,,
领航员 2015款 3.5T 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
长安欧尚X5 2022款 1.5T DCT侠客版 ,10.99万,长安汽车,紧凑型SUV,汽油,2022.06,1.5T 180马力 L4,1494,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
Starlet 2022款 南非版,暂无报价,,,,,,,,,,,,,,,
锐界 2022款 PLUS EcoBoost 245 四驱铂锐型 7座,25.98万,长安福特,中型SUV,汽油,2022.06,2.0T 245马力 L4,1999,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
Modern in 2023款 420km 经典Pro版,17.98万,摩登汽车,紧凑型SUV,纯电动,2022.05,纯电动 163马力,永磁/同步,120,280,三元锂电池,3年或30万公里,53,"快充0.5小时
慢充7小时",前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
Modern in 2023款 610km 出行Plus版,19.98万,摩登汽车,紧凑型SUV,纯电动,2022.05,纯电动 163马力,永磁/同步,120,280,三元锂电池,5年或50万公里,80,"快充0.5小时
慢充7.5小时",前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
东风EV新能源EX1 2022款 DNA01基本型,暂无报价,,,,,,,,,,,,,,,
奔驰GLE AMG 2022款 AMG GLE 63 S 4MATIC+ Edition 55,暂无报价,,48V轻混系统,,3.0T 435马力 L6 48V轻混,320(435Ps),2999,6,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
保时捷911 2021款 GT3 Touring  英国版,暂无报价,,,,,,,,,,,,,,,
RAV4荣放 2022款 2.0L CVT两驱风尚版,19.58万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
RAV4荣放 2022款 2.0L CVT两驱风尚PLUS版,20.08万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
RAV4荣放 2022款 2.0L CVT四驱风尚版,20.68万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
RAV4荣放 2022款 2.0L CVT四驱风尚PLUS版,21.18万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
RAV4荣放 2022款 2.0L CVT两驱尊贵版,21.28万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
RAV4荣放 2022款 2.0L CVT四驱尊贵版,22.88万,一汽丰田,紧凑型SUV,汽油,2022.05,2.0L 171马力 L4,1987,4,L,CVT无级变速(模拟10挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
